run,arm,seed,step,train_win_rate,difficulty
dbase-s27,dbase,27,7437312,0.9,-1.0
dbase-s27,dbase,27,7468032,0.89,-1.0
dbase-s27,dbase,27,7498752,0.94,-1.0
dbase-s27,dbase,27,7529472,0.95,-1.0
dbase-s27,dbase,27,7560192,0.91,-1.0
dbase-s27,dbase,27,7590912,0.92,-1.0
dbase-s27,dbase,27,7621632,0.94,-1.0
dbase-s27,dbase,27,7652352,0.91,-1.0
dbase-s27,dbase,27,7683072,0.89,-1.0
dbase-s27,dbase,27,7713792,0.92,-1.0
dbase-s27,dbase,27,7744512,0.92,-1.0
dbase-s27,dbase,27,7775232,0.92,-1.0
dbase-s27,dbase,27,7805952,0.95,-1.0
dbase-s27,dbase,27,7836672,0.93,-1.0
dbase-s27,dbase,27,7867392,0.94,-1.0
dbase-s27,dbase,27,7898112,0.92,-1.0
dbase-s27,dbase,27,7928832,0.86,-1.0
dbase-s27,dbase,27,7959552,0.9,-1.0
dbase-s27,dbase,27,7990272,0.93,-1.0
dbase-s27,dbase,27,7999488,0.95,-1.0
dbase-s28,dbase,28,3072,0.01,-1.0
dbase-s28,dbase,28,33792,0.0,-1.0
dbase-s28,dbase,28,64512,0.01,-1.0
dbase-s28,dbase,28,95232,0.02,-1.0
dbase-s28,dbase,28,125952,0.03,-1.0
dbase-s28,dbase,28,156672,0.03,-1.0
dbase-s28,dbase,28,187392,0.02,-1.0
dbase-s28,dbase,28,218112,0.03,-1.0
dbase-s28,dbase,28,248832,0.08,-1.0
dbase-s28,dbase,28,279552,0.03,-1.0
dbase-s28,dbase,28,310272,0.04,-1.0
dbase-s28,dbase,28,340992,0.06,-1.0
dbase-s28,dbase,28,371712,0.05,-1.0
dbase-s28,dbase,28,402432,0.03,-1.0
dbase-s28,dbase,28,433152,0.02,-1.0
dbase-s28,dbase,28,463872,0.04,-1.0
dbase-s28,dbase,28,494592,0.05,-1.0
dbase-s28,dbase,28,525312,0.01,-1.0
dbase-s28,dbase,28,556032,0.08,-1.0
dbase-s28,dbase,28,586752,0.05,-1.0
dbase-s28,dbase,28,617472,0.06,-1.0
dbase-s28,dbase,28,648192,0.07,-1.0
dbase-s28,dbase,28,678912,0.12,-1.0
dbase-s28,dbase,28,709632,0.09,-1.0
dbase-s28,dbase,28,740352,0.09,-1.0
dbase-s28,dbase,28,771072,0.16,-1.0
dbase-s28,dbase,28,801792,0.13,-1.0
dbase-s28,dbase,28,832512,0.09,-1.0
dbase-s28,dbase,28,863232,0.09,-1.0
dbase-s28,dbase,28,893952,0.1,-1.0
dbase-s28,dbase,28,924672,0.05,-1.0
